Estado / Canal,Ciudad,coordenadas,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
TAMAULIPAS               ,MATAMOROS      ,"25.8526502,-97.5084193,20",173,19129000,12966000,11051000,10164000,11152000,11757000,11316000,12129000,10332000,11208000,9352000,9078000
DISTRITO FEDERAL         ,AZCAPOTZALCO   ,"19.4786192,-99.242034,13",174,16154000,11477000,9999000,9021000,9889000,9370000,8578000,9838000,8812000,9164000,7785000,10224000
DISTRITO FEDERAL         ,ALVARO OBREGON ,"19.4002525,-99.2452088,14",175,8220000,5496000,4273000,4804000,5182000,4863000,4649000,5640000,4898000,5316000,4332000,5780000
VERACRUZ                 ,COATZACOALCOS  ,"18.1267911,-94.5178443,12",176,40742000,27063000,22597000,22312000,23942000,23275000,20248000,23778000,23221000,22154000,20275000,22369000
MORELOS                  ,CUERNAVACA     ,"18.9275992,-99.2314146,21",177,8999000,6697000,6004000,5650000,6570000,6548000,5839000,6205000,6031000,6295000,5362000,7111000
ESTADO DE MEXICO         ,LOS REYES LA PA,"19.3574343,-99.0073782,15",178,30350000,22858000,18539000,17641000,20628000,19549000,17803000,20151000,17818000,17378000,15398000,19745000
VERACRUZ                 ,VERACRUZ       ,"19.1893066,-96.1464615,15.5",179,20454000,14514000,11754000,10966000,12444000,11868000,10274000,13585000,10948000,10550000,9255000,11238000
DURANGO                  ,DURANGO        ,"24.0230293,-104.6706933,20.5",180,26476000,16365000,13336000,12136000,15304000,15141000,13535000,14547000,12290000,11835000,11030000,10386000
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,"19.6509601,-99.2433751,14",181,13033000,9453000,8022000,7784000,7815000,7686000,7708000,8564000,7807000,7855000,7036000,9566000
ESTADO DE MEXICO         ,TULTITLAN      ,"19.646599,-99.2312925,13",182,16912000,12025000,10627000,10451000,11367000,10668000,10154000,12207000,9876000,10145000,9367000,11988000
JALISCO                  ,TLAQUEPAQUE    ,"20.5949965,-103.4221709,13",183,21452000,13709000,11893000,11478000,13291000,12177000,11278000,13054000,10736000,10872000,9511000,9376000
JALISCO                  ,TONALA         ,"20.631007,-103.3274226,13",184,29522000,19319000,15276000,14588000,17162000,15962000,14846000,16475000,13852000,13077000,12899000,12757000
VERACRUZ                 ,VERACRUZ       ,"19.2006199,-96.262368,13",185,21388000,14849000,12050000,10348000,12581000,12753000,11703000,13555000,11694000,11670000,10467000,12289000
GUERRERO                 ,ACAPULCO       ,"16.8563327,-99.9039644,20.04",186,49559000,38706000,30441000,28378000,34088000,32880000,29248000,34097000,31361000,33295000,29582000,34972000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5322785,-117.0688524,14",187,26386000,17560000,16555000,16691000,18277000,17516000,17034000,17757000,15248000,15993000,14263000,13488000
GUANAJUATO               ,LEON           ,"21.1031792,-101.8014984,12.29",188,21745000,16917000,12813000,12092000,13826000,13628000,13010000,15241000,13625000,12998000,12335000,16421000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5354967,-116.9528508,14.04",189,29157000,20635000,19458000,19048000,20219000,20318000,17936000,20383000,17722000,17022000,15185000,15540000
CHIHUAHUA                ,CHIHUAHUA      ,"28.6920687,-106.26086,11.75",190,18198000,11985000,9026000,9435000,10057000,10566000,9857000,10773000,9145000,9345000,6997000,6793000
SINALOA                  ,GUASAVE        ,"25.5800109,-108.4638411,18.04",191,30106000,17306000,13616000,12384000,14398000,13693000,12890000,14281000,14770000,13137000,11786000,11609000
DISTRITO FEDERAL         ,GUSTAVO A MADER,"19.5192955,-99.1999997,13",192,26084000,19373000,17605000,16470000,18251000,17512000,15508000,18561000,16588000,17150000,16126000,20950000
SINALOA                  ,EL DORADO      ,"24.3172161,-107.3638878,16.83",193,22695000,13568000,11760000,10314000,12046000,12429000,11359000,12790000,12551000,11240000,10154000,10065000
TABASCO                  ,VILLAHERMOSA   ,"17.9698526,-92.9725893,19",194,17365000,11691000,9357000,8769000,10455000,9922000,10558000,9672000,8688000,8320000,8144000,7995000
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,"19.6884049,-99.2512822,14",195,14645000,10820000,7959000,7684000,9018000,8555000,8012000,9837000,8125000,8033000,7164000,9136000
NUEVO LEON               ,GENERAL ESCOBED,"25.7687115,-100.3658235,13",196,19269000,12362000,11610000,10332000,12370000,13246000,11907000,12929000,11393000,10405000,8751000,8249000
ESTADO DE MEXICO         ,COACALCO DE BER,"19.6289156,-99.1213989,14",197,18604000,13273000,11209000,10327000,11523000,11317000,10270000,12062000,10419000,11028000,10002000,13022000
ESTADO DE MEXICO         ,COACALCO DE BER,"19.632796,-99.1222572,14",198,8369000,6603000,5172000,5535000,5692000,5107000,5422000,6051000,5361000,5532000,4985000,6388000
TABASCO                  ,VILLAHERMOSA   ,"18.0180041,-92.9128076,18",199,45142000,28834000,21479000,20353000,24089000,21525000,19084000,22076000,20750000,20408000,19014000,19898000
ESTADO DE MEXICO         ,TLALNEPANTLA DE,"19.5385465,-99.2264629,14",200,31996000,22001000,17534000,15624000,19616000,18029000,17371000,20370000,17051000,17564000,15638000,21212000
DISTRITO FEDERAL         ,MIGUEL HIDALGO ,"19.4580241,-99.2568505,13",201,20443000,16935000,13291000,13046000,14975000,14272000,12967000,15056000,13016000,13547000,12405000,14417000
HIDALGO                  ,PACHUCA        ,"20.0959143,-98.7621668,19.5",202,40081000,30322000,23738000,23427000,25267000,25331000,21940000,26178000,21960000,22322000,20897000,27693000
MICHOACAN                ,ZAMORA         ,"19.9864366,-102.3645506,13",203,25903000,20556000,17606000,16420000,17238000,17273000,16557000,17740000,15847000,15958000,12671000,16919000
YUCATAN                  ,MERIDA         ,"20.9934297,-89.6546193,18",204,26309000,17114000,14100000,13480000,15736000,13978000,12901000,14615000,12642000,13060000,12412000,11924000
YUCATAN                  ,MERIDA         ,"20.9601509,-89.5922702,18",205,21420000,14945000,12052000,12401000,13764000,13328000,12244000,13869000,11700000,12089000,10876000,10952000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.494528,-117.0094894,14",206,20651000,12538000,12287000,11536000,12733000,13716000,12698000,13681000,12100000,11559000,10773000,9562000
ESTADO DE MEXICO         ,CUAUTITLAN D RO,"19.668847,-99.2127442,14",207,35658000,25919000,20588000,20295000,21043000,21545000,20209000,22919000,19753000,18760000,17612000,24535000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.5084752,-99.0971786,14",208,21599000,17129000,13490000,12421000,13845000,13541000,12693000,14855000,13305000,13102000,12000000,15791000
QUINTANA ROO             ,CHETUMAL       ,"18.5197454,-88.324173,17.25",209,69711000,43934000,34614000,33177000,37865000,35692000,32450000,37776000,33570000,34964000,30486000,29751000
OAXACA                   ,OAXACA         ,"17.0415194,-96.7163452,18.25",210,31860000,29273000,21837000,22402000,25546000,23467000,21882000,24293000,22049000,21403000,19409000,23670000
BAJA CALIFORNIA NORTE    ,TECATE         ,"32.5669607,-116.7782521,12",211,54840000,39285000,33056000,33089000,35128000,36273000,34527000,35555000,30977000,31587000,27433000,26432000
SINALOA                  ,CULIACAN       ,"24.815956,-107.4325978,16.29",212,23029000,15336000,13370000,13701000,14044000,13435000,13115000,14253000,12933000,13006000,11554000,11192000
ESTADO DE MEXICO         ,NAUCALPAN      ,"19.4815677,-99.3018055,13",213,1700000,1374000,1185000,1276000,1469000,1217000,978000,1194000,903000,1269000,849000,1134000
COLIMA                   ,COLIMA         ,"19.2724025,-103.737483,20",214,39803000,25058000,22382000,20092000,23132000,22092000,20991000,22445000,20830000,20005000,17966000,19384000
VERACRUZ                 ,VERACRUZ       ,"19.177893,-96.2102868,13",215,18383000,15495000,11676000,10015000,12800000,11364000,10863000,13383000,11183000,11240000,9821000,11522000
ESTADO DE MEXICO         ,TOLUCA         ,"19.2840982,-99.7394013,12",216,12123000,9388000,8734000,8518000,8858000,9245000,8277000,9449000,7968000,8235000,7642000,10284000
JALISCO                  ,ZAPOPAN        ,"20.7057237,-103.5505477,11.75",217,30019000,19027000,13339000,14064000,15284000,14444000,14073000,15943000,13857000,13281000,12308000,12190000
CHIHUAHUA                ,CHIHUAHUA      ,"28.6526648,-106.2073751,11.75",218,45316000,30884000,24909000,22412000,26690000,25910000,26169000,28785000,25191000,24131000,20701000,19241000
SONORA                   ,HERMOSILLO     ,"29.1450119,-111.0262808,14",219,51129000,30601000,24335000,21098000,23944000,23254000,22074000,25065000,23058000,21882000,17422000,17497000
BAJA CALIFORNIA SUR      ,LA PAZ         ,"24.1117052,-110.3374958,14",220,56590000,40422000,28887000,24335000,30902000,28871000,25711000,29767000,27627000,26486000,23295000,21135000
CAMPECHE                 ,CD DEL CARMEN  ,"18.6504553,-91.8075083,17.5",221,46211000,30226000,25263000,24819000,29902000,26871000,24593000,27255000,26090000,24245000,22143000,24108000
SONORA                   ,HERMOSILLO     ,"29.1141035,-111.0323167,13",222,20399000,12453000,10220000,9384000,10528000,10467000,9862000,10688000,10329000,9688000,7827000,7105000
COLIMA                   ,MANZANILLO COL.,"19.1065353,-104.3353705,21",223,70140000,45155000,36801000,26323000,30477000,28463000,26914000,31313000,26678000,27549000,23227000,25079000
MICHOACAN                ,MORELIA        ,"19.702193,-101.3566661,12",224,25554000,22623000,18931000,17912000,19489000,20573000,18271000,20131000,17747000,18294000,16135000,21001000
GUANAJUATO               ,CORTAZAR       ,"20.4873735,-100.9995286,13",225,28792000,21404000,18171000,17004000,21082000,20409000,18574000,21103000,18709000,17586000,16572000,21947000
GUANAJUATO               ,SN FCO DEL RINC,"21.0162125,-101.8943524,14",226,32543000,24327000,20719000,19414000,22772000,21562000,19143000,20983000,18912000,19047000,18069000,23074000
GUERRERO                 ,CHILPANCINGO   ,"17.5429234,-99.5026973,19",227,77722000,55454000,45571000,45578000,51086000,49563000,41617000,49744000,46996000,46278000,40647000,48197000
MORELOS                  ,CUAUTLA        ,"18.8122337,-98.9513437,20",228,33508000,27554000,23681000,23559000,27474000,26929000,23430000,26060000,23048000,24772000,22956000,30607000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.6040818,-99.1018203,12.5",229,8496000,6494000,5778000,5463000,5784000,5450000,5346000,6190000,5196000,5324000,4830000,6384000
TAMAULIPAS               ,NUEVO LAREDO   ,"27.4927586,-99.5078194,19",230,32310000,20086000,17127000,16440000,19729000,19953000,19186000,21407000,17175000,16188000,14843000,13890000
PUEBLA                   ,IZUCAR DE MATAM,"18.5971457,-98.5359749,12.33",231,35724000,27644000,23086000,23786000,26501000,28675000,23614000,28469000,24834000,23281000,21012000,26033000
DISTRITO FEDERAL         ,CUAJIMALPA     ,"19.3610327,-99.2698295,13",232,15751000,15715000,12443000,11210000,12791000,12209000,10482000,12201000,10920000,11193000,10515000,13356000
BAJA CALIFORNIA NORTE    ,"ROSARITO B,C   ","32.3678731,-117.064242,17.25",233,33828000,21751000,19924000,18837000,20815000,19946000,18376000,18850000,17697000,18136000,16519000,15916000
ESTADO DE MEXICO         ,IXTAPALUCA     ,"19.2983578,-98.9153712,13.75",234,19796000,14268000,12506000,11353000,12699000,12488000,11845000,13027000,11728000,12632000,11202000,15724000
ESTADO DE MEXICO         ,VALLE DE CHALCO,"19.2780858,-99.047257,12",235,28033000,23326000,19020000,16242000,19296000,17677000,17572000,20163000,17241000,18755000,15506000,21188000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.5255449,-99.0885955,14",236,6960000,6486000,5446000,5518000,6157000,5600000,5134000,5640000,4876000,5750000,4578000,6229000
YUCATAN                  ,MERIDA         ,"20.9612548,-89.6261182,17.25",237,52049000,34414000,28345000,27116000,31229000,26646000,25238000,28163000,26083000,25615000,23026000,20090000
SINALOA                  ,CULIACAN       ,"24.8090932,-107.4047177,16",238,31895000,16264000,13175000,12186000,13861000,14215000,13543000,16889000,15192000,12563000,11456000,10016000
YUCATAN                  ,MERIDA         ,"20.9897806,-89.6639622,18.54",239,49847000,30827000,26245000,24413000,29406000,26170000,22444000,26903000,25207000,26514000,23442000,24290000
GUANAJUATO               ,ACAMBARO       ,"20.0287228,-100.757497,12.83",240,30422000,24805000,18954000,17881000,20527000,19040000,18475000,22179000,18370000,19044000,17752000,24205000
QUERETARO                ,QUERETARO      ,"20.5649036,-100.3760951,20",241,26552000,18657000,16690000,15995000,17521000,16954000,15376000,17512000,15805000,15300000,13930000,19535000
VERACRUZ                 ,COATZACOALCOS  ,"18.1349588,-94.507213,13.25",242,26916000,19940000,16049000,14893000,17191000,16235000,14822000,17176000,15899000,15655000,13687000,15798000
DURANGO                  ,DURANGO        ,"24.0076285,-104.6646667,20",243,37841000,25987000,22855000,21677000,24009000,23385000,22313000,25609000,21574000,22296000,20651000,19286000
DURANGO                  ,GOMEZ PALACIO  ,"25.5942253,-103.5036314,20",244,34540000,22220000,18998000,17186000,19180000,19986000,18910000,21855000,18520000,17663000,15625000,15386000
SINALOA                  ,LOS MOCHIS     ,"25.8008969,-109.0173971,18.29",245,20591000,14247000,11879000,11494000,11245000,11002000,10090000,10851000,10325000,9361000,7992000,7828000
SINALOA                  ,MAZATLAN       ,"23.258624,-106.409045,18",246,32302000,20332000,19004000,17397000,20017000,17733000,16996000,19980000,19178000,17425000,15185000,14685000
SINALOA                  ,CULIACAN       ,"24.7527165,-107.4420166,14.25",247,38541000,23610000,19512000,17813000,19515000,19244000,18111000,20140000,19547000,17335000,15554000,14878000
SONORA                   ,AGUA PRIETA    ,"31.3225539,-114.1671753,7",248,43777000,28074000,23322000,22179000,24650000,24404000,25386000,28828000,22574000,20774000,16637000,15633000
SONORA                   ,PUERTO PE#ASCO ,"31.3234337,-114.6934891,9",249,42442000,25833000,22963000,20711000,23154000,24494000,23363000,25946000,24241000,22809000,17978000,15945000
PUEBLA                   ,PUEBLA         ,"19.0508157,-98.2352235,13.25",250,32193000,22411000,18529000,17043000,20436000,18915000,17152000,20538000,17709000,17246000,15444000,22157000
ZACATECAS                ,ZACATECAS      ,"22.7622476,-102.6107105,14",251,22352000,13470000,10824000,11093000,12333000,11433000,11445000,12222000,9987000,11053000,9834000,9678000
JALISCO                  ,CD GUZMAN JAL  ,"19.7015752,-103.4721308,16.5",252,44013000,26836000,22060000,20417000,24867000,22990000,22397000,24185000,19458000,21470000,18905000,19388000
COAHUILA                 ,TORREON        ,"25.5644207,-103.4414184,19.17",253,22339000,13903000,11297000,10782000,12280000,12156000,11612000,12398000,11174000,11054000,9258000,9317000
GUANAJUATO               ,LEON           ,"21.1031792,-101.8014984,12.29",254,23277000,17715000,14256000,15662000,14850000,14159000,13909000,15939000,13226000,14471000,12672000,16196000
NUEVO LEON               ,MONTERREY      ,"25.7586964,-100.439581,12",255,8149000,6153000,5368000,5003000,6045000,5941000,5714000,6817000,4992000,5169000,4298000,4556000
NUEVO LEON               ,APODACA        ,"25.755711,-100.2449636,13.5",256,26786000,16963000,14775000,13662000,14675000,16104000,14340000,16771000,15088000,13883000,12234000,11170000
DISTRITO FEDERAL         ,IZTAPALAPA     ,"19.3912239,-99.0814591,14",257,21058000,16051000,13009000,12398000,13165000,12791000,12469000,14093000,11838000,11729000,10610000,13215000
ESTADO DE MEXICO         ,SN VICENTE CHIC,"19.4276038,-98.9828858,15",258,19292000,15224000,12842000,12529000,12890000,13458000,11697000,14663000,12327000,12912000,11360000,15170000
ESTADO DE MEXICO         ,TULTITLAN      ,"19.646599,-99.2312925,13",259,18875000,15055000,11569000,11769000,13068000,12908000,12480000,13489000,12021000,11816000,10835000,14640000
PUEBLA                   ,PUEBLA         ,"19.0564977,-98.2528334,13.5",260,20364000,14924000,13621000,12923000,13700000,13537000,12778000,14890000,13132000,13264000,11729000,14742000
