Estado / Canal,Ciudad,latitud,longitud,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
JALISCO                  ,AHUALULCO      ,19.4889963,-99.9254681,1122,24766.49,24761.91,23273.85,24731.43,25092.61,25270.35,23273.85,24818.89,25000.62,24732.23,24470.53,28689.3868
YUCATAN                  ,OXKUTZCAB      ,17.9794227,-102.2749134,1123,28168.6145,28168.6145,27447.6145,22476.71,30236.2745,27695.9245,27447.6145,30323.2745,30804.2745,28232.4245,26694.5845,32031.16642
VERACRUZ                 ,EMILIANO ZAPATA,20.645482,-100.4050453,1124,27216.66,27216.66,25763.66,23134.26,23692.32,26743.97,25763.66,23935.5,23006.32,22762.32,22532.63,26404.2912
NUEVO LEON               ,GENERAL ESCOBED,18.1441899,-94.5861268,1125,10323.88,10323.88,8870.88,10323.88,10323.88,9851.19,8870.88,10651.48,10687.1,9393.88,9164.19,10896.9008
OAXACA                   ,TUXTEPEC OAXACA,17.9519593,-94.9529965,1126,22371.59,22371.59,20924.69,22371.59,22371.59,21898.9,20924.69,21986.79,22371.59,22129.11,21897.9,25668.0044
SONORA                   ,VILLA JUAREZ   ,20.7287427,-102.2405291,1127,26328.56,26328.56,24324.76,21736.3697,26797.2445,25855.87,24324.76,27040.4245,26111.2445,25867.2445,25637.5545,30006.00362
DISTRITO FEDERAL         ,IZTAPALAPA     ,20.1934126,-97.0189387,1128,9979.91,9979.91,8526.91,9979.91,9979.91,9507.22,8526.91,10307.51,10499.91,9049.91,8820.22,10497.8956
MICHOACAN                ,PURUANDIRO     ,19.2260937,-97.8020843,1129,23898.56,23898.56,22445.56,23901.61,25234.22,23285.84,22445.56,25731.72,24386.12,23965.79,23731.53,27795.0152
ESTADO DE MEXICO         ,ECATEPEC DE MOR,18.5025912,-98.7574405,1130,9513.88,9513.88,8060.88,9513.88,9513.88,8901.16,8060.88,9677.68,9739.22,8926.88,8697.19,10355.1808
ESTADO DE MEXICO         ,APAXCO         ,15.770811,-96.1421443,1131,22101.5273,22101.5273,25171.0246,21308.1573,18165.3573,21628.8373,25171.0246,17889.95833,18082.3573,17696.4373,17249.6673,20276.05447
MICHOACAN                ,LAZARO CARDENAS,22.1769073,-100.9905253,1132,26229.6,26229.6,22996.37247,19629.89,27389.4545,25756.91,22996.37247,27312.0545,27046.4545,26802.4545,26572.7645,31090.84722
QUERETARO                ,QUERETARO      ,19.8878174,-102.7843952,1133,14071.98,14071.98,12618.98,14071.98,14071.98,13599.29,12618.98,14399.58,14591.98,13962.06,12912.29,15244.6968
VERACRUZ                 ,COATZACOALCOS  ,19.6676346,-99.1908574,1134,27060.87,27060.87,25607.87,27060.87,27132.93,26318.84,25607.87,25484.13,24627.31,23623.53,23393.84,27403.2948
VERACRUZ                 ,OLUTA          ,23.769499,-103.1547531,1135,24733.56,24731.75,28189.8873,24424.22,24424.22,24347.44,28189.8873,24751.82,24558.3,23494.22,23264.53,27253.2952
GUANAJUATO               ,MANUEL DOBLADO ,32.5143833,-116.8584165,1136,22647.05,22645.24,27150.1973,23384.53,23384.53,22518.114,27150.1973,23385.52,23041.53,22797.53,22797.53,26445.1348
VERACRUZ                 ,SAN RAFAEL     ,27.4439908,-99.5201462,1137,22651.46,22651.46,21198.46,22651.46,23987.12,22408.46,21198.46,24150.92,24247.12,23466.45,23400.12,27144.1392
PUEBLA                   ,RAFAEL LARA  GR,21.8872753,-102.2764389,1138,20461.42,20461.42,19008.42,20461.42,21797.08,20218.42,19008.42,21960.88,21785.73,21210.08,21210.08,24603.6928
MORELOS                  ,AXOCHIAPAN     ,18.8341419,-97.3761972,1139,26514.61,26510.93,31015.8873,26002.82,25630.22,26111.17,31015.8873,25403.06,23738.22,23494.22,23264.53,27253.2952
OAXACA                   ,BAHIAS DE HUATU,17.799217,-91.5360153,1140,10791.46,11429.4,9338.47,10791.47,10791.47,8576.05,9338.47,9146.27,9156.26,8912.26,8912.26,10338.2216
SAN LUIS POTOSI          ,SOLEDAD DE GRAC,17.0053242,-100.0817946,1141,10328.45,10326.93,8889.17,10323.88,10323.88,9717.26,8889.17,10653,10843.88,10604.45,10370.19,12295.8608
MICHOACAN                ,REYES DE SALGAD,15.6878932,-93.207796,1142,25185.73,25183.92,28189.8873,23072.0297,26797.2445,24717.21,28189.8873,27124.8445,26653.9445,25867.2445,25637.5545,30006.00362
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,19.3575102,-99.0751305,1143,24453.6245,24451.8145,24190.2745,19219.37,25643.2745,24235.0285,24190.2745,25807.0745,25903.2745,25098.4845,24826.5845,29065.27842
ZACATECAS                ,RIO GRANDE     ,19.4548541,-99.2655624,1144,11943.88,11943.88,10490.88,11943.88,11943.88,11331.16,10490.88,12599.08,12983.88,12739.88,12510.19,14778.2608
BAJA CALIFORNIA NORTE    ,TIJUANA        ,31.3062894,-110.980377,1145,10395.25,10395.25,12400.5723,4393.21,10817.1145,11186.73,12400.5723,10980.9145,10980.6345,10230.1145,10230.1145,11866.93282
TAMAULIPAS               ,NUEVO LAREDO   ,19.8375361,-98.0387515,1146,3194.94,3194.94,1741.94,3194.94,3194.94,2951.94,1741.94,3117.54,2851.94,2607.94,2607.94,3025.2104
AGUASCALIENTES           ,AGUASCALIENTES ,20.4429631,-97.3447503,1147,23088.56,23088.56,21635.56,23088.56,23088.56,22475.84,21635.56,22571.96,22402.56,22158.56,21928.87,25703.9296
VERACRUZ                 ,YANGA          ,18.2997729,-99.1799355,1148,22178.18,22178.18,20725.18,22178.18,23513.84,21665.84,20725.18,23677.64,23773.84,23529.84,23529.84,27294.6144
TABASCO                  ,BALANCAN       ,24.7527165,-107.4420166,1149,22485.56,22485.56,21802.68247,18434.68,11641.7345,21939.79,21802.68247,11969.3345,12161.7345,18967.39748,20957.5918,24577.24689
GUERRERO                 ,COYUCA DE BENIT,16.4444627,-95.0284365,1150,25518.56,25518.56,24900.9729,20690.08,26797.2445,24916.51,24900.9729,27124.8445,26340.3845,25867.2445,25637.5545,30006.00362
CHIAPAS                  ,PIJIJIAPAN     ,18.0738722,-96.536736,1151,36451.42,36449.61,36956.67247,33590.19,40014.0945,22475.84,36956.67247,25789.1845,25981.5845,32791.34748,34777.4445,49877.82289
ESTADO DE MEXICO         ,LOS REYES LA PA,19.1652478,-97.2961741,1152,6937.17,6937.17,5484.17,6937.17,6937.17,6694.17,5484.17,7100.97,7197.17,6693.88,6350.17,7366.1972
ESTADO DE MEXICO         ,NAUCALPAN      ,20.3974551,-89.5444298,1153,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,8812.29,8242.67,7965.29,9239.7364
SONORA                   ,NOGALES        ,20.89194,-103.626981,1154,10094.19,10094.19,8641.19,10094.19,10094.19,9793.56,8641.19,10216.77,9408.19,9164.19,9164.19,10630.4604
PUEBLA                   ,CHIGNAHUAPAN   ,21.7999893,-103.0438614,1155,23088.56,23088.56,22470.9729,19037.68,26797.2445,22527.34,22470.9729,27124.8445,27281.0645,25867.2445,25637.5545,30006.00362
VERACRUZ                 ,PAPANTLA VER   ,19.0401926,-98.5325789,1156,22048.87,22048.87,20595.87,22048.87,22048.87,21732.79,20595.87,22212.67,22308.87,22064.87,22064.87,25595.2492
PUEBLA                   ,CHIAUTLA DE TAP,20.7611655,-105.2291591,1157,24786.66,24786.66,23333.66,22818.36,23692.32,24313.97,23333.66,23501.34,23006.32,22762.32,22532.63,26404.2912
SINALOA                  ,CULIACAN       ,19.0643184,-98.2303476,1158,24382.8045,24382.8045,25910.8145,14848.71,20883.8145,23910.1145,25910.8145,20729.0145,20197.8145,19565.8845,19336.1945,22699.00122
OAXACA                   ,JUCHITAN DE ZAR,29.1141035,-111.0323167,1159,14661.91,14661.91,13208.91,14661.91,14661.91,14189.22,13208.91,14288.65,15074.6,14443.83,14244.6,16789.3528
OAXACA                   ,JALAPA DE DIAZ ,18.9630687,-97.9091671,1160,22508.1582,39327.8682,37874.8682,34033.06,39327.8682,38625.4882,37874.8682,39009.2682,39297.8682,27184.8682,26725.4882,31555.32711
VERACRUZ                 ,CUITLAHUAC     ,19.6509601,-99.2433751,1161,25984.59,25984.59,24531.59,24575.19,24890.25,25511.9,24531.59,25381.65,24460.07,24107.53,23877.84,27964.7348
YUCATAN                  ,TICUL          ,19.4786192,-99.242034,1162,26910.04,26910.04,31559.1973,27550.53,25363.53,26437.35,31559.1973,25854.93,26143.53,24542.78,23860.84,27945.0148
JALISCO                  ,OJUELOS DE JAL.,24.0428723,-104.6588147,1163,22303.08,22301.27,26806.2273,23040.56,23040.56,22314.174,26806.2273,23204.36,22794.04,22453.56,22453.56,26046.1296
SAN LUIS POTOSI          ,SANTA MA. DEL R,20.8831042,-89.7476532,1164,27737.74,27347.73,32001.4573,26879.0297,30604.2445,26735.01,32001.4573,25504.8445,25697.2445,25453.2445,25223.5545,29525.76362
PUEBLA                   ,CORONANGO      ,25.4323854,-100.9248804,1165,8759.29,8759.29,7306.29,8759.29,8759.29,8516.29,7306.29,9086.89,9279.29,8625.25,8432.29,9781.4564
NAYARIT                  ,BAHIA DE BANDER,25.5767649,-100.0912525,1166,22048.87,22048.87,21364.47247,17997.99,25757.5545,21665.84,21364.47247,25921.3545,25432.6445,25170.5545,25170.5545,29197.84322
PUEBLA                   ,PUEBLA         ,18.935795,-103.9639929,1167,8753.17,8753.17,7300.17,8753.17,8753.17,8510.17,7300.17,8916.97,9013.17,8509.88,8166.17,9472.7572
SONORA                   ,HERMOSILLO     ,19.1179832,-102.7987645,1168,10323.88,10323.88,8870.88,10323.88,10323.88,9711.16,8870.88,10651.48,9987.62,9393.88,9164.19,10900.4388
PUEBLA                   ,TEPEACA        ,28.7316777,-106.1214635,1169,9241.08,9241.1,7788.1,9241.08,9241.1,8998.08,7788.1,9404.88,9211.66,8654.08,8654.1,10038.7328
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,20.0458789,-102.7459253,1170,22647.05,22645.24,27150.1973,23384.53,23384.53,22475.17,27150.1973,23548.33,23644.53,23099.03,22797.53,26445.1348
DISTRITO FEDERAL         ,AZCAPOTZALCO   ,18.8219593,-97.2342825,1171,22934.59,22934.59,21483.11,22937.64,24274.82,22461.9,21483.11,24437.1,24530.25,23942.54,23453.56,27472.57
DURANGO                  ,DURANGO        ,22.3151684,-97.8671316,1172,19987.7845,19987.7845,18534.7845,13563.88,18626.9845,19404.3745,18534.7845,17078.4345,17267.7845,15986.6245,15588.0945,18348.63002
YUCATAN                  ,UMAN           ,22.2528937,-97.8532189,1173,26659.72,26659.72,29809.8873,25882.22,24424.22,26187.03,29809.8873,24751.82,24944.22,24097.22,23264.53,27253.2952
COAHUILA                 ,SALTILLO       ,19.1385192,-97.7331033,1174,22983.43,22980.38,21524.33,28203.6173,25347.3045,22271.9,21524.33,27017.3545,27013.0545,25752.9645,25293.5845,29873.43882
NUEVO LEON               ,CADEREYTA      ,25.7852062,-100.2380444,1175,24547.86,24547.86,21595.87,23048.87,23048.87,24304.86,21595.87,23212.67,23073.7,22461.87,22461.87,26055.7692
COLIMA                   ,ARMERIA        ,17.3356424,-98.0110338,1176,21405.69,21403.86,25815.06802,18092.29,24516.1745,21359.154,25815.06802,24095.0845,24173.1745,23929.1945,23929.1745,27757.86562
MICHOACAN                ,MUGICA         ,18.202732,-98.1330529,1177,28060.7945,28058.9845,25141.4445,20024.53,26984.4545,27552.9445,25141.4445,26922.0445,26487.3245,25908.4445,25637.5545,30053.79562
CHIHUAHUA                ,CHIHUAHUA      ,19.0251617,-98.35109,1178,12761.95,12761.95,11082.15,9521.95,9521.95,12289.26,11082.15,9849.55,10041.95,8977.87,8362.26,9966.662
MICHOACAN                ,TARIMBARO      ,16.8683656,-96.784466,1179,28758.56,28758.56,28074.16247,24707.68,28750.1845,28145.84,28074.16247,25789.1845,25004.7245,24534.6345,24301.8945,28456.63802
VERACRUZ                 ,NOGALES        ,25.7768249,-103.272371,1180,18948.0945,18948.0945,17495.0945,11114.79,16518.0945,18565.0645,17495.0945,16845.6945,16181.8345,15588.0945,15588.0945,18082.18962
TAMAULIPAS               ,TAMPICO        ,19.3707699,-99.9027157,1181,9643.19,9643.19,8190.19,9643.19,9643.19,8901.16,8190.19,9668.3,9300.19,9056.19,8826.5,10508.7184
TAMAULIPAS               ,CD MADERO      ,19.4665518,-99.1681181,1182,9513.88,9513.88,8060.88,9513.88,9513.88,9041.19,8060.88,9454.57,9170.88,8926.88,8697.19,10355.1808
PUEBLA                   ,SAN SALVADOR   ,20.6777673,-101.3486047,1183,22647.05,22645.24,27150.1973,23384.53,23384.53,22408.22,27150.1973,23548.33,23433.48,22797.53,22797.53,26445.1348
NUEVO LEON               ,APODACA        ,19.2627186,-103.7411562,1184,9591.98,9591.98,12726.35874,5088.93,11512.8345,9119.29,12726.35874,11840.4345,11755.4545,10582.8345,10353.1445,12276.08802
OAXACA                   ,SANTIAGO JUXTLA,19.3859334,-102.0928746,1185,28887.87,28887.87,27434.87,26214.87,25363.53,28415.18,27434.87,25854.93,25908.36,24090.53,23860.84,27945.0148
PUEBLA                   ,ACATLAN DE OSOR,17.5098873,-93.1179651,1186,24027.87,24027.87,23343.47247,19976.99,27736.5545,23555.18,23343.47247,27088.2845,26707.5545,26463.5545,26233.8645,30697.72322
PUEBLA                   ,PUEBLA         ,20.2925085,-101.7760937,1187,11555.95,11555.95,10102.95,11555.95,10778.35,10943.23,10102.95,9057.55,9262.15,9005.95,8776.26,10446.902
OAXACA                   ,ZIMATLAN       ,21.5421948,-105.282534,1188,21704.9,21704.9,21020.50247,17654.02,25413.5845,21461.9,21020.50247,25577.3845,25673.5845,24826.5845,24826.5845,28798.83802
COAHUILA                 ,FRANCISCO I MA ,20.5440541,-103.4961774,1189,23924.63,23924.63,23972.23247,20605.75,28365.3145,23451.94,23972.23247,27357.9145,27550.3145,27360.3145,26487.5245,30991.96882
ESTADO DE MEXICO         ,ALMOLOYA DE JU ,19.7751845,-99.3793088,1190,23598.28,23596.47,26602.4373,22836.77,22836.77,23269.79,26602.4373,23491.97,23876.77,23632.77,23403.08,27414.0132
DISTRITO FEDERAL         ,AZCAPOTZALCO   ,23.2482699,-103.0331067,1191,22746.11,22744.59,21293.11,22744.59,24086.35,22271.9,21293.11,24409.37,24600.25,23623.64,22920.56,26859.5912
GUANAJUATO               ,IRAPUATO       ,16.175271,-95.1956718,1192,10789.91,10789.91,9336.91,10789.91,10789.91,10317.22,9336.91,10307.51,10150.17,9049.91,8820.22,10497.8956
COLIMA                   ,VILLA DE ALVA  ,20.909012,-104.5586872,1193,9284.19,9284.19,7831.19,9284.19,9284.19,8901.16,7831.19,9447.99,9001.49,8697.19,8697.19,10088.7404
MICHOACAN                ,URUAPAN        ,19.7697527,-97.5577098,1194,23088.56,23088.56,21635.56,23088.56,24424.22,22481.94,21635.56,24751.82,24365.34,23498.79,23264.53,27253.2952
CHIAPAS                  ,PICHUCALCO     ,31.1576748,-110.9797849,1195,25725.56,25725.56,25107.9729,18434.68,26194.2445,25112.84,25107.9729,26521.8445,26714.2445,26470.2445,26240.5545,30709.28842
GUANAJUATO               ,JERECUARO      ,17.2062301,-96.7997254,1196,28207.59,28207.59,27590.0029,23379.11,27056.2745,27734.9,27590.0029,27727.8445,27920.2445,27677.7645,27446.5545,32104.44362
NAYARIT                  ,SAN BLAS       ,32.655884,-115.5416197,1197,25728.81,25727,30231.9573,24886.79,24036.29,25281.75,30231.9573,24363.89,24242.73,23106.29,22876.6,26803.2964
JALISCO                  ,TLAJOMULCO DE Z,25.8110215,-100.6531275,1198,26457.87,26457.87,25840.2829,21143.39,26926.5545,25715.84,25840.2829,27254.1545,26312.9145,25996.5545,25766.8645,30156.00322
ESTADO DE MEXICO         ,COYOTEPEC      ,23.2847771,-106.0626525,1199,4005.79,4005.81,2552.81,4005.79,4005.81,3762.79,2552.81,4333.39,4525.81,3546.13,3075.79,3567.9164
ZACATECAS                ,CALERA         ,23.2439006,-106.4529928,1200,22623.38,22623.4,21170.4,22623.38,23959.06,22150.69,21170.4,23537.93,23616.06,23372.04,23142.37,27113.3296
OAXACA                   ,SALINA CRUZ    ,20.5004707,-100.142615,1201,28057.24,28057.24,25940.6629,20636.27,27836.9345,27354.86,25940.6629,28328.3345,28381.7645,26563.9345,26104.5545,30814.16402
JALISCO                  ,MAGDALENA      ,20.5839989,-101.2811647,1202,22172.87,22172.87,20719.87,22172.87,23508.53,21789.84,20719.87,23316.13,23508.53,23264.53,23264.53,26986.8548
PUEBLA                   ,ZARAGOZA       ,19.438074,-99.1761901,1203,22858.87,22858.87,22241.2829,18807.99,26567.5545,22615.87,22241.2829,25438.2645,25208.5645,24180.6645,24180.6645,28049.57082
SONORA                   ,NOGALES        ,17.0599847,-96.7322499,1204,28203.22,28203.22,26750.22,29471.408,29394.68,27960.22,26750.22,29395.67,30181.68,28212,26877.51,32725.9216
OAXACA                   ,VILLA DE ETLA  ,18.3334743,-99.5404373,1205,23696.9,23696.9,22243.9,23696.9,25032.56,23453.9,22243.9,20404.48,20593.75,20349.75,20349.75,23605.71
BAJA CALIFORNIA NORTE    ,MEXICALI       ,25.769369,-108.9919555,1206,9835.57,9835.57,8382.57,9835.57,9835.57,10497.74,8382.57,9355.15,9149.57,8905.57,8905.57,10330.4612
NUEVO LEON               ,GARCIA         ,20.7061701,-105.2704081,1207,22585.22,22585.22,21132.22,22269.32,20249.46,22342.22,21132.22,20576.98,20769.38,20525.38,20525.38,23809.4408
SINALOA                  ,CONCORDIA      ,19.357967,-99.0382798,1208,22278.56,22278.56,20825.56,22278.56,23614.22,21732.79,20825.56,23778.02,23874.22,23177.97,22797.53,26711.5752
SINALOA                  ,MAZATLAN       ,23.0769434,-109.7424853,1209,9979.91,9979.91,8526.91,9985.53,9984.01,9507.22,8526.91,10315.13,10501.43,9435.83,8820.22,10497.8956
QUERETARO                ,PEDRO ESCOBEDO ,27.9674531,-114.0559703,1210,23433.58,23433.58,20481.59,21934.59,23270.25,22960.89,20481.59,23434.05,23530.25,22942.54,22453.56,26312.57
GUANAJUATO               ,SALAMANCA      ,18.0905848,-94.6236544,1211,11599.91,11599.91,10146.91,11599.91,11599.91,11127.22,10146.91,9583.91,9293.91,9049.91,8820.22,10497.8956
DISTRITO FEDERAL         ,CUAUHTEMOC     ,20.6034656,-103.4868845,1212,24307.6145,24307.6145,22854.6145,17883.71,25643.2745,23834.9245,22854.6145,25807.0745,25903.2745,25182.9045,24826.5845,29065.27842
OAXACA                   ,OAXACA         ,25.7634311,-100.2783051,1213,16683.5445,21281.4445,14498.6445,9527.74,11900.7645,21601.1245,14498.6445,12228.3645,12420.7645,11055.1845,10741.0745,12726.08682
GUERRERO                 ,IGUALA         ,24.4120082,-106.692134,1214,20062.5073,20059.4573,23193.83604,15559.4573,21980.3118,19586.7673,23193.83604,21929.0118,20951.3118,20707.3118,20477.6218,24029.32089
SINALOA                  ,LOS MOCHIS     ,24.8014225,-107.3701731,1215,10904.19,10904.19,9451.19,10904.19,10904.19,10661.19,9451.19,9447.99,8959.28,8697.19,8697.19,10088.7404
JALISCO                  ,PTO VALLARTA   ,14.9160527,-92.2654323,1216,27017.55,27017.55,21635.56,23088.56,24424.22,26404.83,21635.56,24426.2,23739.74,23494.22,23264.53,27255.0584
DISTRITO FEDERAL         ,IZTAPALAPA     ,17.5370586,-101.2726492,1217,22712.4173,22712.4173,24347.80604,16710.3773,22335.9818,35063.8401,24347.80604,21841.88283,21057.4218,20584.2818,20354.5918,23877.76689
BAJA CALIFORNIA SUR      ,SAN JOSE DEL CA,31.7172621,-113.4814894,1218,21317.94,21317.94,20410.84102,17267.06,25026.6245,21001.86,20410.84102,24930.4245,25026.6245,24782.6245,24782.6245,28747.84442
BAJA CALIFORNIA SUR      ,"GRO NEGRO, BCS ",19.3928581,-98.9929182,1219,22700.63,22700.63,26801.3123,18793.95,26409.3145,22087.91,26801.3123,26013.3145,25723.3145,25479.3145,25249.6245,29556.00482
VERACRUZ                 ,NANCHITAL DE LA,19.4241217,-97.1126123,1220,19643.8145,19643.8145,18190.8145,13219.91,18161.5145,19171.1245,18190.8145,17705.2145,16998.8645,15940.8145,15711.1245,18491.34482
JALISCO                  ,TLAQUEPAQUE    ,16.2306367,-95.2117144,1221,23414.14,23412.33,26418.2973,22652.63,22652.63,23315.34,26418.2973,22816.43,22677.46,22065.63,22065.63,25596.1308
NUEVO LEON               ,APODACA        ,22.2223277,-102.3712348,1222,17798.22,19297.21,16345.22,17798.22,17798.22,19054.21,16345.22,19153.48,19092.9,18402.68,18402.68,21347.1088
SINALOA                  ,COSALA         ,25.667416,-100.4606175,1223,17337.4673,17282.5973,20384.95604,12762.7773,19195.8218,16724.5373,20384.95604,19423.6518,20599.5418,18577.5018,17957.4218,21247.35089
SINALOA                  ,CULIACAN       ,20.7426957,-103.4439907,1224,5432.9,5432.9,3979.9,5432.9,5432.9,4902.58,3979.9,5760.5,5024.28,4502.9,4273.21,5223.364
CHIAPAS                  ,TAPACHULA      ,20.4555006,-101.7241786,1225,9284.19,9284.19,7831.19,9284.19,9284.19,9041.19,7831.19,8905.29,8941.19,8697.19,8697.19,10088.7404
GUERRERO                 ,PETATLAN       ,25.9440919,-100.2149754,1226,26582.77,26436.76,28541.59874,5476.86,26453.2745,26254.28,28541.59874,25936.6745,25767.2745,25523.2745,25293.5845,29606.99842
SONORA                   ,"SONOYTA, SON   ",19.4768389,-99.2346525,1227,23238.47,23238.47,22623.9329,19187.59,26947.1545,23650.35,22623.9329,26394.3745,26261.1545,26017.1545,25766.8645,30186.97522
